feature,test,swap,msr,tt,metric,stat,pval,fdr
fac,chi2,2,FQ,bbd,outcome,0.0656049719683236,0.7978468476807392,0.9142973839155198
fac,chi2,2,FQ,bbd,power_just,0.15425637371922368,0.6945005533750004,0.9142973839155198
fac,chi2,2,FQ,bbd,statistician,4.76239482275011,0.029088049061725237,0.2327043924938019
fac,chi2,2,FQ,bbd,study_design,0.06417805895942502,0.8000102109260798,0.9142973839155198
fac,chi2,2,FQ,bbd,type_random,2.1247055990979704,0.7128349779831566,0.9142973839155198
fac,chi2,2,FQ,neg,blinding,0.0,1.0,1.0
fac,chi2,2,FQ,neg,concealment,0.09022794249183448,0.7638875737409851,1.0
fac,chi2,2,FQ,neg,funding,0.1014960785605953,0.7500416147183715,1.0
fac,chi2,2,FQ,neg,geo,13.710756575747032,0.6874601044915685,1.0
fac,chi2,2,FQ,neg,journal,15.971212600751924,0.45497177703766567,1.0
fac,chi2,2,FQ,neg,outcome,0.18791273973503933,0.6646595334203794,1.0
fac,chi2,2,FQ,neg,power_just,0.0020713485420489034,0.963699154168804,1.0
fac,chi2,2,FQ,neg,statistician,0.00994626205406548,0.9205579298114296,1.0
fac,chi2,2,FQ,neg,study_design,0.09022794249183448,0.7638875737409851,1.0
fac,chi2,2,FQ,neg,type_random,0.298731105175195,0.861254223637777,1.0
fac,chi2,2,FQ,phn,blinding,1.5915575818054815,0.45122968447489975,0.6938692907720132
fac,chi2,2,FQ,phn,concealment,0.1266919295682347,0.7218869236990314,0.8531390916443099
fac,chi2,2,FQ,phn,funding,0.9080995106445579,0.3406191778042974,0.6938692907720132
fac,chi2,2,FQ,phn,geo,24.63342757167092,0.4830606458780389,0.6938692907720132
fac,chi2,2,FQ,phn,journal,34.93298267110795,0.28646495649964776,0.6938692907720132
fac,chi2,2,FQ,phn,outcome,2.542074887522206,0.11084903261771799,0.6938692907720132
fac,chi2,2,FQ,phn,power_just,0.7457329881263293,0.3878305638240527,0.6938692907720132
fac,chi2,2,FQ,phn,statistician,2.485480428499082,0.11490125771953802,0.6938692907720132
fac,chi2,2,FQ,phn,study_design,0.3872554213093018,0.533745608286164,0.6938692907720132
fac,chi2,2,FQ,phn,type_random,1.2769878961426062,0.8652676027961494,0.8652676027961494
fac,chi2_cont,1,FI,bbd,blinding,14.040335589733523,0.0028507600763141715,0.011403040305256686
fac,chi2_cont,1,FI,bbd,concealment,18.6722374305486,0.0003195504972712169,0.0025564039781697354
fac,chi2_cont,1,FI,bbd,funding,0.012892064961705536,0.9095998924824658,0.9095998924824658
fac,chi2_cont,1,FI,bbd,geo,29.285274981768442,0.4502841456047733,0.6549587572433067
fac,chi2_cont,1,FI,bbd,journal,50.344408272716585,0.6528394513968343,0.8293130384496782
fac,chi2_cont,1,FI,bbd,outcome,0.9857914811269605,0.320773153208843,0.5702633834823875
fac,chi2_cont,1,FI,bbd,power_just,0.7192983670620781,0.3963741539372484,0.6341986462995974
fac,chi2_cont,1,FI,bbd,statistician,2.4581841678134704,0.11691386903926274,0.31177031743803396
fac,chi2_cont,1,FI,bbd,study_design,13.928954309366652,0.00018985130699078782,0.0025564039781697354
fac,chi2_cont,1,FI,bbd,type_random,17.37775313151588,0.001632083133549252,0.008704443378929344
fac,chi2_cont,1,FI,neg,blinding,0.029272836138645134,0.8641505905291686,0.9339156788007368
fac,chi2_cont,1,FI,neg,concealment,0.009220943383670346,0.9235001268083494,0.9339156788007368
fac,chi2_cont,1,FI,neg,funding,0.04234106655766469,0.8369710058745132,0.9339156788007368
fac,chi2_cont,1,FI,neg,geo,9.195869805576391,0.9339156788007368,0.9339156788007368
fac,chi2_cont,1,FI,neg,journal,18.12583306668864,0.3165801102509591,0.9339156788007368
fac,chi2_cont,1,FI,neg,outcome,1.3913744927150518,0.23817311783193984,0.9339156788007368
fac,chi2_cont,1,FI,neg,power_just,0.04234106655766469,0.8369710058745132,0.9339156788007368
fac,chi2_cont,1,FI,neg,statistician,0.17710958328397725,0.6738690769084928,0.9339156788007368
fac,chi2_cont,1,FI,neg,study_design,0.009220943383670346,0.9235001268083494,0.9339156788007368
fac,chi2_cont,1,FI,neg,type_random,0.4025266084079921,0.8176971001222103,0.9339156788007368
fac,chi2_cont,1,FI,phn,blinding,0.19603151741084754,0.9066346162535004,0.9066346162535004
fac,chi2_cont,1,FI,phn,concealment,0.880917029882547,0.34795063532725,0.8114648330585402
fac,chi2_cont,1,FI,phn,funding,0.32737752943905524,0.567207389393259,0.8114648330585402
fac,chi2_cont,1,FI,phn,geo,19.000286605824222,0.7971068022868157,0.8635323691440503
fac,chi2_cont,1,FI,phn,journal,27.930644089823993,0.6247432679506204,0.8114648330585402
fac,chi2_cont,1,FI,phn,outcome,1.605735577503713,0.2050922859772998,0.6665499294262244
fac,chi2_cont,1,FI,phn,power_just,0.16276435586777266,0.6866240895110725,0.8114648330585402
fac,chi2_cont,1,FI,phn,statistician,0.19593366449345845,0.658023291547426,0.8114648330585402
fac,chi2_cont,1,FI,phn,study_design,1.7606879407762985,0.1845387311835445,0.6665499294262244
fac,chi2_cont,1,FI,phn,type_random,2.7354558021224875,0.6030247144414123,0.8114648330585402
fac,chi2_cont,1,FQ,bbd,blinding,3.8736881203725018,0.27543052729262446,0.7344814061136652
fac,chi2_cont,1,FQ,bbd,concealment,8.953059638849586,0.029921538380660057,0.3543406403750405
fac,chi2_cont,1,FQ,bbd,funding,1.4352663756339508,0.23090688239477794,0.7344814061136652
fac,chi2_cont,1,FQ,bbd,geo,26.315724186058635,0.608571329135001,0.7490108666276936
fac,chi2_cont,1,FQ,bbd,journal,45.11491031610327,0.826679575761785,0.8817915474792373
fac,chi2_cont,1,FQ,bbd,outcome,0.590450061292385,0.4422451355666964,0.7490108666276936
fac,chi2_cont,1,FQ,bbd,power_just,0.3304558220340264,0.5653908067477458,0.7490108666276936
fac,chi2_cont,1,FQ,bbd,statistician,3.9172158717421373,0.04779396968735489,0.3543406403750405
fac,chi2_cont,1,FQ,bbd,study_design,1.3822029961035234,0.23972625314785131,0.7344814061136652
fac,chi2_cont,1,FQ,bbd,type_random,3.9675557517287023,0.4104145080806221,0.7490108666276936
fac,chi2_cont,1,FQ,neg,blinding,0.08880321602741738,0.7657041675735843,0.989307512050867
fac,chi2_cont,1,FQ,neg,concealment,0.34467039484833273,0.5571457074236419,0.989307512050867
fac,chi2_cont,1,FQ,neg,funding,0.008284848142482669,0.9274757925476877,0.989307512050867
fac,chi2_cont,1,FQ,neg,geo,13.261573681799067,0.7185067819137734,0.989307512050867
fac,chi2_cont,1,FQ,neg,journal,16.640021899808392,0.4092524302711773,0.989307512050867
fac,chi2_cont,1,FQ,neg,outcome,0.026423487544466134,0.8708703716569571,0.989307512050867
fac,chi2_cont,1,FQ,neg,power_just,0.25061665631061253,0.6166412051447345,0.989307512050867
fac,chi2_cont,1,FQ,neg,statistician,0.014321673465845551,0.9047420354667737,0.989307512050867
fac,chi2_cont,1,FQ,neg,study_design,0.34467039484833273,0.5571457074236419,0.989307512050867
fac,chi2_cont,1,FQ,neg,type_random,0.011879517854315255,0.9940778465661897,0.9940778465661897
fac,chi2_cont,1,FQ,phn,blinding,1.145016221574939,0.5641088155127145,0.9730906665609166
fac,chi2_cont,1,FQ,phn,concealment,0.04136821515462686,0.8388288261030479,0.9730906665609166
fac,chi2_cont,1,FQ,phn,funding,0.0011378642888204367,0.9730906665609166,0.9730906665609166
fac,chi2_cont,1,FQ,phn,geo,15.876168013012844,0.9184666047033746,0.9730906665609166
fac,chi2_cont,1,FQ,phn,journal,32.50349764107079,0.3926566916946964,0.9730906665609166
fac,chi2_cont,1,FQ,phn,outcome,2.263007323994872,0.13249654012668283,0.9730906665609166
fac,chi2_cont,1,FQ,phn,power_just,0.41032903811238597,0.5218025458521147,0.9730906665609166
fac,chi2_cont,1,FQ,phn,statistician,0.4780106023748382,0.4893248164931503,0.9730906665609166
fac,chi2_cont,1,FQ,phn,study_design,0.015619894972451488,0.9005397177794511,0.9730906665609166
fac,chi2_cont,1,FQ,phn,type_random,1.4088587313092937,0.8426538738577023,0.9730906665609166
fac,chi2_cont,2,FI,bbd,blinding,12.553867981104288,0.005707790427283178,0.022831161709132713
fac,chi2_cont,2,FI,bbd,concealment,16.13033781528546,0.00106630075503228,0.00853040604025824
fac,chi2_cont,2,FI,bbd,funding,0.007266017922428006,0.9320698432623684,0.9325754723868666
fac,chi2_cont,2,FI,bbd,geo,28.062537593501766,0.514571060272245,0.7608200128618265
fac,chi2_cont,2,FI,bbd,journal,52.326800596316424,0.5774017357621289,0.769868981016172
fac,chi2_cont,2,FI,bbd,outcome,0.4078480834585792,0.5230637588425058,0.7608200128618265
fac,chi2_cont,2,FI,bbd,power_just,1.0940307729463268,0.2955798424118311,0.5254752753988109
fac,chi2_cont,2,FI,bbd,statistician,2.1727340127732826,0.14047629286789856,0.32449907174912046
fac,chi2_cont,2,FI,bbd,study_design,11.96779781278239,0.0005412787420835544,0.00853040604025824
fac,chi2_cont,2,FI,bbd,type_random,16.019578577532545,0.0029930043288318295,0.015962689753769757
fac,chi2_cont,2,FI,neg,blinding,0.029272836138645134,0.8641505905291686,0.9339156788007368
fac,chi2_cont,2,FI,neg,concealment,0.009220943383670346,0.9235001268083494,0.9339156788007368
fac,chi2_cont,2,FI,neg,funding,0.04234106655766469,0.8369710058745132,0.9339156788007368
fac,chi2_cont,2,FI,neg,geo,9.195869805576391,0.9339156788007368,0.9339156788007368
fac,chi2_cont,2,FI,neg,journal,18.12583306668864,0.3165801102509591,0.9339156788007368
fac,chi2_cont,2,FI,neg,outcome,1.3913744927150518,0.23817311783193984,0.9339156788007368
fac,chi2_cont,2,FI,neg,power_just,0.04234106655766469,0.8369710058745132,0.9339156788007368
fac,chi2_cont,2,FI,neg,statistician,0.17710958328397725,0.6738690769084928,0.9339156788007368
fac,chi2_cont,2,FI,neg,study_design,0.009220943383670346,0.9235001268083494,0.9339156788007368
fac,chi2_cont,2,FI,neg,type_random,0.4025266084079921,0.8176971001222103,0.9339156788007368
fac,chi2_cont,2,FI,phn,blinding,0.12145558633628759,0.9410793731484912,0.9410793731484912
fac,chi2_cont,2,FI,phn,concealment,0.960111237118006,0.3271588532711906,0.8827595920031883
fac,chi2_cont,2,FI,phn,funding,0.008684624926180147,0.9257515580709903,0.9410793731484912
fac,chi2_cont,2,FI,phn,geo,17.256549012237123,0.8722787498305157,0.9410793731484912
fac,chi2_cont,2,FI,phn,journal,25.457768608483235,0.7468766808748027,0.9410793731484912
fac,chi2_cont,2,FI,phn,outcome,1.8053743000259797,0.17906412378096032,0.8827595920031883
fac,chi2_cont,2,FI,phn,power_just,0.10353029997696604,0.7476335747689384,0.9410793731484912
fac,chi2_cont,2,FI,phn,statistician,0.08785834974484238,0.766917682828505,0.9410793731484912
fac,chi2_cont,2,FI,phn,study_design,1.1445570958514797,0.28469144551721426,0.8827595920031883
fac,chi2_cont,2,FI,phn,type_random,2.58611241789882,0.6292852093296736,0.9410793731484912
fac,chi2_cont,2,FQ,bbd,blinding,2.4326789537901474,0.4875804369969965,0.8135646215616466
fac,chi2_cont,2,FQ,bbd,concealment,6.439693294935857,0.09207143456940789,0.49104765103684206
fac,chi2_cont,2,FQ,bbd,funding,1.3682277460114973,0.242116614959481,0.8135646215616466
fac,chi2_cont,2,FQ,bbd,geo,28.46089160048752,0.4933851997750197,0.8135646215616466
fac,chi2_cont,2,FQ,bbd,journal,52.90321986213749,0.5551549435199583,0.8135646215616466
fac,chi2_cont,2,FQ,bbd,outcome,0.34087311351789706,0.559325677323632,0.8135646215616466
fac,chi2_cont,2,FQ,bbd,power_just,0.11505761839463004,0.7344579828813667,0.8385623205248034
fac,chi2_cont,2,FQ,bbd,statistician,4.781389209701351,0.028768903073847753,0.2591622695045383
fac,chi2_cont,2,FQ,bbd,study_design,0.7581045004162025,0.3839223660905178,0.8135646215616466
fac,chi2_cont,2,FQ,bbd,type_random,3.1610655832077454,0.5312423782783073,0.8135646215616466
fac,chi2_cont,2,FQ,neg,blinding,0.08880321602741738,0.7657041675735843,0.989307512050867
fac,chi2_cont,2,FQ,neg,concealment,0.34467039484833273,0.5571457074236419,0.989307512050867
fac,chi2_cont,2,FQ,neg,funding,0.008284848142482669,0.9274757925476877,0.989307512050867
fac,chi2_cont,2,FQ,neg,geo,13.261573681799067,0.7185067819137734,0.989307512050867
fac,chi2_cont,2,FQ,neg,journal,16.640021899808392,0.4092524302711773,0.989307512050867
fac,chi2_cont,2,FQ,neg,outcome,0.026423487544466134,0.8708703716569571,0.989307512050867
fac,chi2_cont,2,FQ,neg,power_just,0.25061665631061253,0.6166412051447345,0.989307512050867
fac,chi2_cont,2,FQ,neg,statistician,0.014321673465845551,0.9047420354667737,0.989307512050867
fac,chi2_cont,2,FQ,neg,study_design,0.34467039484833273,0.5571457074236419,0.989307512050867
fac,chi2_cont,2,FQ,neg,type_random,0.011879517854315255,0.9940778465661897,0.9940778465661897
fac,chi2_cont,2,FQ,phn,blinding,0.9890716645003419,0.6098539161294156,0.958469131063159
fac,chi2_cont,2,FQ,phn,concealment,0.017970336620821058,0.8933602817993782,0.958469131063159
fac,chi2_cont,2,FQ,phn,funding,0.11954653268212219,0.7295268326753097,0.958469131063159
fac,chi2_cont,2,FQ,phn,geo,15.952831890675396,0.9162262218313086,0.958469131063159
fac,chi2_cont,2,FQ,phn,journal,33.00895367869197,0.3691239511567107,0.958469131063159
fac,chi2_cont,2,FQ,phn,outcome,2.1918543412336047,0.13874219414081695,0.958469131063159
fac,chi2_cont,2,FQ,phn,power_just,0.4051503040028474,0.5244413402698385,0.958469131063159
fac,chi2_cont,2,FQ,phn,statistician,0.7074630224970883,0.40028731561774733,0.958469131063159
fac,chi2_cont,2,FQ,phn,study_design,0.0027117797416028808,0.958469131063159,0.958469131063159
fac,chi2_cont,2,FQ,phn,type_random,1.2576551050758495,0.8685178946236742,0.958469131063159
fac,fisher,1,FI,bbd,blinding,13.835989811202577,0.0031371157157075225,0.01254846286283009
fac,fisher,1,FI,bbd,concealment,18.755239528742024,0.00030717762634160163,0.002457421010732813
fac,fisher,1,FI,bbd,funding,8.064368957556589e-06,0.99773418382709,0.99773418382709
fac,fisher,1,FI,bbd,geo,29.383911289225015,0.4452103049340823,0.6475786253586652
fac,fisher,1,FI,bbd,journal,48.913809942074685,0.7050477355169729,0.8875297186182556
fac,fisher,1,FI,bbd,outcome,1.2497549647903154,0.2635992828371723,0.5170104794446915
fac,fisher,1,FI,bbd,power_just,0.9412800386272184,0.33194886576057375,0.531118185216918
fac,fisher,1,FI,bbd,statistician,2.4466934804273532,0.1177727204671493,0.31406058791239816
fac,fisher,1,FI,bbd,study_design,13.88556567545048,0.000194284860888546,0.002457421010732813
fac,fisher,1,FI,bbd,type_random,17.80251918622378,0.0013487222550881463,0.007193185360470113
fac,fisher,1,FI,neg,blinding,0.03453413287559204,0.8525752418350638,0.9616938232332884
fac,fisher,1,FI,neg,concealment,0.0834213870126666,0.7727133041042871,0.9616938232332884
fac,fisher,1,FI,neg,funding,0.10298936668226526,0.7482713474036162,0.9616938232332884
fac,fisher,1,FI,neg,geo,10.259334804610006,0.8923842179550111,0.9616938232332884
fac,fisher,1,FI,neg,journal,18.467741373111522,0.29722698633261146,0.9616938232332884
fac,fisher,1,FI,neg,outcome,1.0013876814017153,0.3169749624038516,0.9616938232332884
fac,fisher,1,FI,neg,power_just,0.013136398811494877,0.9087509793452808,0.9616938232332884
fac,fisher,1,FI,neg,statistician,0.2325334829620709,0.6296516190226626,0.9616938232332884
fac,fisher,1,FI,neg,study_design,0.0834213870126666,0.7727133041042871,0.9616938232332884
fac,fisher,1,FI,neg,type_random,0.07811830008536723,0.9616938232332884,0.9616938232332884
fac,fisher,1,FI,phn,blinding,0.6276123150180589,0.7306606475130253,0.8167631767357992
fac,fisher,1,FI,phn,concealment,1.315621452298546,0.2513793774899517,0.7067840643642096
fac,fisher,1,FI,phn,funding,0.09825384219387258,0.7539352400638147,0.8167631767357992
fac,fisher,1,FI,phn,geo,20.32622562156146,0.7295103143193508,0.8167631767357992
fac,fisher,1,FI,phn,journal,28.14476732790318,0.6136820308591936,0.8167631767357992
fac,fisher,1,FI,phn,outcome,1.2074384477774005,0.27184002475546526,0.7067840643642096
fac,fisher,1,FI,phn,power_just,0.32978577048714025,0.5657852614050706,0.8167631767357992
fac,fisher,1,FI,phn,statistician,0.041412313908612955,0.8387441229616244,0.8387441229616244
fac,fisher,1,FI,phn,study_design,3.5962283229116165,0.05791081729770952,0.6702688193667821
fac,fisher,1,FI,phn,type_random,3.3008181002787405,0.5088026475202587,0.8167631767357992
fac,fisher,1,FQ,bbd,blinding,3.905487691885594,0.27185226833444376,0.8290683645839464
fac,fisher,1,FQ,bbd,concealment,8.081725015781318,0.04435254854840386,0.34957214397903785
fac,fisher,1,FQ,bbd,funding,1.981341528124414,0.1592491508946922,0.6369966035787687
fac,fisher,1,FQ,bbd,geo,27.091653144209427,0.5667600704992912,0.8528542678604645
fac,fisher,1,FQ,bbd,journal,42.52018671425095,0.8904979907656506,0.8904979907656506
fac,fisher,1,FQ,bbd,outcome,0.6020770413446587,0.43778663628927517,0.8528542678604645
fac,fisher,1,FQ,bbd,power_just,0.16567849745950766,0.6839813743564356,0.8528542678604645
fac,fisher,1,FQ,bbd,statistician,3.781519689121388,0.05182157444317325,0.34957214397903785
fac,fisher,1,FQ,bbd,study_design,1.026845863087184,0.3109006367189799,0.8290683645839464
fac,fisher,1,FQ,bbd,type_random,4.0814817627287265,0.395090793052854,0.8528542678604645
fac,fisher,1,FQ,neg,blinding,0.2609383236689646,0.609476245595107,0.9888565562939393
fac,fisher,1,FQ,neg,concealment,0.6709842608630274,0.41270865927406475,0.9888565562939393
fac,fisher,1,FQ,neg,funding,0.012943369229591653,0.9094209696168466,0.9888565562939393
fac,fisher,1,FQ,neg,geo,13.614318974822405,0.694189777084708,0.9888565562939393
fac,fisher,1,FQ,neg,journal,16.45270470758084,0.42183633477753263,0.9888565562939393
fac,fisher,1,FQ,neg,outcome,0.015982472324745794,0.899398044156249,0.9888565562939393
fac,fisher,1,FQ,neg,power_just,0.11649032306649544,0.7328726388263894,0.9888565562939393
fac,fisher,1,FQ,neg,statistician,0.006364349357785864,0.9364147188963952,0.9888565562939393
fac,fisher,1,FQ,neg,study_design,0.6709842608630274,0.41270865927406475,0.9888565562939393
fac,fisher,1,FQ,neg,type_random,0.13045139642572734,0.9368559927907509,0.9888565562939393
fac,fisher,1,FQ,phn,blinding,0.70135940711582,0.7042092734619059,0.8787580211029514
fac,fisher,1,FQ,phn,concealment,0.023269621024516688,0.8787580211029514,0.8787580211029514
fac,fisher,1,FQ,phn,funding,0.23105756714159384,0.6307407648112437,0.8787580211029514
fac,fisher,1,FQ,phn,geo,17.69610293737147,0.8550160087361616,0.8787580211029514
fac,fisher,1,FQ,phn,journal,32.140784978186694,0.4099478266302352,0.8787580211029514
fac,fisher,1,FQ,phn,outcome,2.748767165796173,0.09732944826085636,0.8787580211029514
fac,fisher,1,FQ,phn,power_just,0.38981587357283676,0.5323962022711444,0.8787580211029514
fac,fisher,1,FQ,phn,statistician,1.241307178685218,0.2652192772687008,0.8787580211029514
fac,fisher,1,FQ,phn,study_design,0.42371676900232447,0.5150882511215091,0.8787580211029514
fac,fisher,1,FQ,phn,type_random,1.5578748460448715,0.8163425745841668,0.8787580211029514
fac,fisher,2,FI,bbd,blinding,13.698366443638404,0.0033458495002779776,0.01338339800111191
fac,fisher,2,FI,bbd,concealment,17.151527251020177,0.0006577952587659866,0.005262362070127893
fac,fisher,2,FI,bbd,funding,0.017839153982858433,0.8937479097840655,0.9499373438146358
fac,fisher,2,FI,bbd,geo,27.164733897318094,0.5628176021795415,0.7971689360824552
fac,fisher,2,FI,bbd,journal,51.794433988740394,0.5978767020618414,0.7971689360824552
fac,fisher,2,FI,bbd,outcome,0.2920933533157191,0.5888821727237514,0.7971689360824552
fac,fisher,2,FI,bbd,power_just,1.2816297600960926,0.25759622878838606,0.5151924575767721
fac,fisher,2,FI,bbd,statistician,2.4773454023046915,0.11549704087551314,0.2742963081133731
fac,fisher,2,FI,bbd,study_design,13.05343926152604,0.00030272799546053337,0.004843647927368534
fac,fisher,2,FI,bbd,type_random,17.513442047550658,0.00153570665782081,0.008190435508377654
fac,fisher,2,FI,neg,blinding,0.03453413287559204,0.8525752418350638,0.9616938232332884
fac,fisher,2,FI,neg,concealment,0.0834213870126666,0.7727133041042871,0.9616938232332884
fac,fisher,2,FI,neg,funding,0.10298936668226526,0.7482713474036162,0.9616938232332884
fac,fisher,2,FI,neg,geo,10.259334804610006,0.8923842179550111,0.9616938232332884
fac,fisher,2,FI,neg,journal,18.467741373111522,0.29722698633261146,0.9616938232332884
fac,fisher,2,FI,neg,outcome,1.0013876814017153,0.3169749624038516,0.9616938232332884
fac,fisher,2,FI,neg,power_just,0.013136398811494877,0.9087509793452808,0.9616938232332884
fac,fisher,2,FI,neg,statistician,0.2325334829620709,0.6296516190226626,0.9616938232332884
fac,fisher,2,FI,neg,study_design,0.0834213870126666,0.7727133041042871,0.9616938232332884
fac,fisher,2,FI,neg,type_random,0.07811830008536723,0.9616938232332884,0.9616938232332884
fac,fisher,2,FI,phn,blinding,0.3235142820507127,0.8506477669009087,0.9391421547811938
fac,fisher,2,FI,phn,concealment,1.5997063386106614,0.20594483179351156,0.7359775295516888
fac,fisher,2,FI,phn,funding,0.005829033225415101,0.9391421547811938,0.9391421547811938
fac,fisher,2,FI,phn,geo,18.960277696032204,0.7990211558951767,0.9391421547811938
fac,fisher,2,FI,phn,journal,25.611462016046872,0.7397242921970035,0.9391421547811938
fac,fisher,2,FI,phn,outcome,1.4629922341880373,0.22645462447744272,0.7359775295516888
fac,fisher,2,FI,phn,power_just,0.23553368567282756,0.6274506980699427,0.9391421547811938
fac,fisher,2,FI,phn,statistician,0.02009459272135766,0.8872732158320784,0.9391421547811938
fac,fisher,2,FI,phn,study_design,2.315735356208949,0.12807072158402752,0.7359775295516888
fac,fisher,2,FI,phn,type_random,4.015756643208923,0.4038776199085295,0.9300403955230673
fac,fisher,2,FQ,bbd,blinding,3.728985292636463,0.29225509063619176,0.7970457070206454
fac,fisher,2,FQ,bbd,concealment,7.016719328602928,0.07136677557485699,0.38062280306590396
fac,fisher,2,FQ,bbd,funding,1.727002428011521,0.18879416832641102,0.7551766733056441
fac,fisher,2,FQ,bbd,geo,28.023694591689818,0.5166463522956543,0.8769456873281009
fac,fisher,2,FQ,bbd,journal,53.513969442935014,0.5315717499832546,0.8769456873281009
fac,fisher,2,FQ,bbd,outcome,0.19422260367380656,0.6594251744230086,0.8792335658973448
fac,fisher,2,FQ,bbd,power_just,0.05221879127008595,0.8192464302538636,0.9862518803840118
fac,fisher,2,FQ,bbd,statistician,5.345142953204095,0.02078007948849579,0.1662406359079663
fac,fisher,2,FQ,bbd,study_design,0.8781550421793466,0.34870749682153235,0.7970457070206454
fac,fisher,2,FQ,bbd,type_random,4.639524608339369,0.32632250126507334,0.7970457070206454
fac,fisher,2,FQ,neg,blinding,0.2609383236689646,0.609476245595107,0.9888565562939393
fac,fisher,2,FQ,neg,concealment,0.6709842608630274,0.41270865927406475,0.9888565562939393
fac,fisher,2,FQ,neg,funding,0.012943369229591653,0.9094209696168466,0.9888565562939393
fac,fisher,2,FQ,neg,geo,13.614318974822405,0.694189777084708,0.9888565562939393
fac,fisher,2,FQ,neg,journal,16.45270470758084,0.42183633477753263,0.9888565562939393
fac,fisher,2,FQ,neg,outcome,0.015982472324745794,0.899398044156249,0.9888565562939393
fac,fisher,2,FQ,neg,power_just,0.11649032306649544,0.7328726388263894,0.9888565562939393
fac,fisher,2,FQ,neg,statistician,0.006364349357785864,0.9364147188963952,0.9888565562939393
fac,fisher,2,FQ,neg,study_design,0.6709842608630274,0.41270865927406475,0.9888565562939393
fac,fisher,2,FQ,neg,type_random,0.13045139642572734,0.9368559927907509,0.9888565562939393
fac,fisher,2,FQ,phn,blinding,0.7224648456862099,0.6968170234505408,0.9135334846264513
fac,fisher,2,FQ,phn,concealment,0.008547104109375155,0.926340078638138,0.926340078638138
fac,fisher,2,FQ,phn,funding,0.31924026483104395,0.5720645760327905,0.9135334846264513
fac,fisher,2,FQ,phn,geo,17.979453620871837,0.8432616781167244,0.9135334846264513
fac,fisher,2,FQ,phn,journal,32.870367529170075,0.3755078616142163,0.9135334846264513
fac,fisher,2,FQ,phn,outcome,2.864102632855198,0.09057621340424823,0.9135334846264513
fac,fisher,2,FQ,phn,power_just,0.3175742278817905,0.5730691049222915,0.9135334846264513
fac,fisher,2,FQ,phn,statistician,1.5312582323373525,0.21592370469341104,0.9135334846264513
fac,fisher,2,FQ,phn,study_design,0.13098537483726846,0.7174125484540568,0.9135334846264513
fac,fisher,2,FQ,phn,type_random,1.434784643206019,0.8381273062270957,0.9135334846264513
